CO2,CO2_STD,CH4,CH4_STD,CO,CO_STD,N2O,N2O_STD,NOx,NOx_STD,PM2.5,PM2.5_STD
1569,131,4.7,1.9,107,37,0.26,0.07,3,1.4,9,0
